tweet,date,retweet,like,year_month,year,sentiment,new_tweet_text,period,month_year
today  we got a few things  1  govt might privatise parts of the civil service 2  govt is considering what to do with malaysia airlines  perhaps even selling it or shutting it down 3  insulting any religion can get you arrested 4  dog busted someone s wrist 3 out of 4 ain t bad,2019-12-03,12,16,2019-03,2019,0,today get might civil service consider perhaps even sell shut insult religion get dog bust someone wrist bad,before,2019-12
while y all kumbaya at every mediocre achievements your political idols do  the race relations in this country is going from bad to worst  sad  sad state of affairs in malaysia baharu ,2019-07-26,10,16,2019-07,2019,0,every mediocre political race country go bad bad sad sad state,before,2019-07
gonna submit my first university application tonight and holy fuck im nervous  time is legit movin so fast  4 months til finals  5 months til im done with ib  6 months til i leave fairview  and 7 months til i move out of malaysia omfg iowehfhquwehfw rah ,2019-12-30,0,16,2019-12,2019,0,submit first university application tonight holy nervous time legit fast til til til I leave til I move rah,before,2019-12
had a conversation with my saudi friend  i was so proud since he told me that he went to malaysia before  pangkor  langkawi  ipoh  penang and kl  but the mood changed when he told me that he had a bad experience during the visit ,2019-03-04,7,15,2019-04,2019,0,conversation friend I since tell I go penang mood tell I bad experience visit,before,2019-03
i honestly think they took note all of our complaints for their bad treatments in malaysia last time and try to make it up in sg today  well yeah as you can see they did it  totally changed and all fans in sg are happy today,2019-06-04,8,15,2019-04,2019,1,I honestly think take note bad last time try make today well yeah see totally happy today,before,2019-06
rees mogg thinks british empire a good thing  but the eu bad  hmm  what s the difference  can t be about democracy  because clue is in  empire   maybe there s some difference in the people  ruled      between people here and people in india  malaysia  c   whatever could it be ,2019-05-19,6,15,2019-05,2019,0,empire good thing eu bad difference democracy clue empire maybe difference people people people c whatever could,before,2019-05
my tmi game 1  176 2  a  3  virgo 4  4 5  male 6  black 7  black 8  malaysia 9  indonesia 10  dubai us uk 11  vocal 12  im so tired   lauv accoustic 13  get you to the moon   kina 14  stronger   than before   drop an emoji   i’ll dm you the questions,2019-08-25,0,15,2019-08,2019,0,game male black black vocal tired get moon kina drop,before,2019-08
sungai semenyih tercemar lagi  water supply cut again  richest state in malaysia but when it comes to making sure main water sources are not polluted  diorang macam buat don t know je ,2019-12-23,8,15,2019-12,2019,0,water supply cut state come make sure main water pollute know,before,2019-12
 chinese class  laoshi  in malaysia  their money is called ‘ma bi’  make sure you say it in the right intonation if not it is a bad word  me  yeah lao shi its also a bad word in my country  its called ‘babi’  indo classmates bursts laughing ,2019-03-22,0,14,2019-03,2019,1,class money make sure say right intonation bad word I yeah shi also bad word country laugh,before,2019-03
even though i talk a big talk about how we should support the local scene in malaysia  it scares me knowing that i’m up against two prominent artists with that release date  it’s like my comeback after 5 years  i’m anxious and i’m scared but i believe in my craft  fingers crossed,2019-03-06,0,14,2019-06,2019,1,even though I talk big talk support local scene I know I two prominent release date like comeback I anxious I I believe craft cross,before,2019-03
current malaysia’s weather is bad for my skin,2019-04-18,12,14,2019-04,2019,0,current weather bad skin,before,2019-04
one thing i learn when working in academia here in malaysia  please do not say bad thing about your colleagues in public or to your students even you don’t like him her  because others will come and go but you will stick working with your colleagues at least until you retire ,2019-02-01,1,14,2019-01,2019,1,one thing I learn work please say bad thing public even like come go stick work least retire,before,2019-02
hey moots in malaysia  singapore and indonesia  the haze is getting really bad  please stay indoors and wear face masks if you have to go out  drink more water and take your fruit and veggies  stay healthy ,2019-09-13,9,14,2019-09,2019,1,hey haze get really bad please stay indoor wear face go drink water take fruit stay healthy,before,2019-09
malaysia regionals makes our bad us tournaments of the past look tame    start at 3pm   only finish 5 rounds in a day   skip day 2 swiss and cut straight to top 8   deck check every player   didn t turn on a c yikes,2019-12-05,0,14,2019-05,2019,0,bad past look tame start finish day skip day swiss cut straight top deck check every player turn c,before,2019-12
in my opinion  malays shouldn t overpower the voices of the others concerning the jawi issue  it is our culture  naturally  we see no problem with it  people are scared of a new conservative wave because the last time it happened  it changed malaysia into the way it is now ,2019-08-24,7,14,2019-08,2019,0,opinion overpower concern issue culture naturally see problem people new conservative wave last time way,before,2019-08
malaysia  especially kl  please be nice when my bbz babies coming next week  i e  no haze  good weather  no political riots  nothing bad lah  ,2019-03-09,11,14,2019-09,2019,1,especially please nice come next week I e haze good weather political nothing bad,before,2019-03
never would i have imagined a foreigner like zakir naik can speak with such impunity and label malaysian chinese as pendatang and malaysian hindus as disloyal    all of this in the era of malaysia baru  it’s a national shame   sendzakirhome,2019-08-14,9,14,2019-08,2019,0,never would I foreigner like naik speak impunity label era baru national shame,before,2019-08
no doubt  central banks around the globe will do their best to support growth by further cutting rates  only over the last week  central banks from australia  india  thailand  malaysia  philippines to the us and new zealand cut their benchmark interest rates ,2019-08-15,0,14,2019-08,2019,1,doubt central around globe good support growth cut last week central us new cut interest,before,2019-08
im actually want to go to exploration in malaysia insyallah if i can go but im scared that im alone   and dont hv friends can teman me and guide me is there any exols malaysia wants to be friends with me   i need a mutual,2019-08-16,3,14,2019-08,2019,1,actually want go exploration I go alone teman I guide I I I need mutual,before,2019-08
if ur a friend of mine and someone i meet asks where im from and i say ‘malaysia’ or ‘singapore’  please go with it    i know im from brunei sis  i just dont wanna get into the whole “on the island of borneo” and stop the long ass questions and conversations  im tired,2019-05-01,0,13,2019-01,2019,0,ur friend mine someone I meet I say please go I know sis I get whole island stop long ass tired,before,2019-05
people from other countries be like “ respect tun m  malaysia’s prime minister“  while we  bashing and criticising our own prime minister  shame on us ,2019-01-30,8,13,2019-01,2019,1,people like respect tun prime minister prime minister shame,before,2019-01
kung hei fat choy  gong xi fa cai  the one and only chinese phrase i learned while living in malaysia,2019-05-02,3,13,2019-02,2019,1,kung hei fat gong xi fa one phrase I learn live,before,2019-05
